Iterations,input,output
8497,(((t∧q)→t)r)⊢(r∧(r∨p)),((t∧q)→t)r(r∨p)(r∧(r∨p))
8498,(s((¬t)∧t))⊢(r∨s),s((¬t)∧t)((r∨))
8499,((t→p)(t∧(¬p)))⊢((t∧(¬p))∧((t→p)→(t∧(¬p)))),(t→p)(t∧(¬p))((t→p)→(t∧(¬p)))((t∧(¬p))∧((t→p)→(t∧(¬p)))))
8500,(p(r∨(t∨t)))⊢(s∨p),p(r∨(t∨t))(p∨(r∨(t∨t)))(s∨p)
8501,((q∨(p→q))(s→q))⊢((q∨(p→q))∨q),(q∨(p→q))(s→q)(q∨(q→∨))((q∨(p→q))∨q)
8502,(p(r∨s))⊢(p∨p),p(r∨s)(p∨(r∨s))(p∨p)
8503,((q∨r)(q∧q))⊢(p∨(q∧q)),(q∨r)(q∧q)((q(q)∨))(p∨(q∧q))
8504,((¬q)(p∨s))⊢((p∨s)∨q),(¬q)(p∨s)((pq)∨∨))((pss)∨q)
8505,(((¬s)∨r)((t→p)∨s))⊢(p∨((t→p)∨s)),((¬s)∨r)((t→p)∨s)(((¬()∨r)∨()tpp(((t→p∨∨s)t
8506,((q→(¬s))(p∧t))⊢t,(q→(¬s))(p∧t)tt
8507,((t∧p)p)⊢((t∧p)∨q),(t∧p)p((t∧p)∧p)((t∧p)∨q)
8508,(((q∧p)→p)p)⊢(p∨p),((q∧p)→p)p(((q∧p)→p)∧p)(p∨p)
8509,((r∨r)((¬s)∨s))⊢((r∨r)∨p),(r∨r)((¬s)∨s)((r∨r)∨p)(()∨r)∨r)rr
8510,(((¬s)∨r)((t→p)∨s))⊢(((¬s)∨r)∧(((¬s)∨r)∨t)),((¬s)∨r)((t→p)∨s)(((¬s)∨r∨∧))(((¬s))r)∧(((¬s)∨r)∨t))∨
8511,(r((p∨t)∨s))⊢((r∨r)∨r),r((p∨t)∨s)(r∨r)((r∨r)∨r)
8512,((p∨s)(¬q))⊢((p∨s)→(r∨(p∨s))),(p∨s)(¬q)(r∨(p∨s))((p∨s)→(r∨(p∨s)))
8513,(((s→s)∧q)(r∨s))⊢(p∨(r∨(r∨s))),((s→s)∧q)(r∨s)(r∨(r∨s))(p∨(r∨(r∨s)))
8514,(q((¬t)∧p))⊢(t∨q),q((¬t)∧p)((∨∨))
8515,(p(r→(t∧p)))⊢(q∨(r→(t∧p))),p(r→(t∧p))(p∨(r→(t∧p)))(q∨(r→(t∧p)))
8516,(s(q∨(q→q)))⊢(s∨s),s(q∨(q→q))(s∨(q∨(q→q)))(s∨s)
8517,((s∨(q→s))r)⊢(t∨r),(s∨(q→s))r((s∨(q→s))∧r)(t∨r)
8518,((s∨p)(q∧r))⊢((q∧r)∨t),(s∨p)(q∧r)((s∧r)∨t)((q∧r)∨t)
8519,((t→(s∧q))((p∧t)∧r))⊢(r∨s),(t→(s∧q))((p∧t)∧r)r(r∨s)
8520,(t(r∧r))⊢(s∨(r∧r)),t(r∧r)(t∨(r∧r))(s∨(r∧r))
8521,((r∧s)(¬p))⊢((r∧s)→r),(r∧s)(¬p)r((r∧s)→r)
8522,((s∨(r→r))q)⊢(q∨t),(s∨(r→r))q((s∨(r→r))→q)(q∨t)
8523,((¬t)(r∨t))⊢((r∨t)→(t∨(r∨t))),(¬t)(r∨t)(t∨(r∨t))((r∨t)→(t∨(r∨t)))
8524,((q∨t)r)⊢(r∨r),(q∨t)r((q∨t)∧r)(r∨r)
8525,((¬r)((s∧s)∧r))⊢((¬r)→((¬r)∨r)),(¬r)((s∧s)∧r)((¬r)∨r)((¬r)→((¬r)∨r))
8526,((p∧s)(s∨p))⊢((s∨p)∧s),(p∧s)(s∨p)s((s∨p)∧s)
8527,((s∧(¬t))s)⊢(s∧s),(s∧(¬t))ss(s∧s)
8528,((r∨s)s)⊢((r∨s)∨s),(r∨s)s((r∨)((r∨s)∨s)
8529,((r→r)(s∧r))⊢((r→r)∨s),(r→r)(s∧r)((r→r)∨s)((r→r)∨s)
8530,(((s∧s)∧p)r)⊢(r∧(r∨r)),((s∧s)∧p)r(r∨r)(r∧(r∨r))
8531,(s((q∧s)→s))⊢(s∨t),s((q∧s)→s)(s∨((q∧s)→s))(s∨t)
8532,(((t→p)→q)r)⊢(((t→p)→q)∨t),((t→p)→q)r(((t→p)→q)∨r)(((t→p)→q)∨t)
8533,(p(t→p))⊢((r∨p)∨t),p(t→p)(r∨p)((r∨p)∨t)
8534,((¬p)(p∧p))⊢(¬p),(¬p)(p∧p)((¬p)∧(p∧p))(¬p)
8535,(t(t→(t→s)))⊢((t∨t)∨q),t(t→(t→s))(t∨t)((t∨t)∨q)
8536,((t→p)q)⊢(t∨(q∨q)),(t→p)q(q∨q)(t∨(q∨q))
8537,(rt)⊢(t∨t),rt(t∨t)
8538,(((t∧r)∨p)r)⊢(r∧(r∨r)),((t∧r)∨p)r(r∨r)(r∧(r∨r))
8539,(t((r∨r)∧q))⊢(t→((r∨r)∧q)),t((r∨r)∧q)(t→((r∨r)∧q))
8540,((s→p)(¬p))⊢((t∨(s→p))∨r),(s→p)(¬p)(t∨(s→p))((t∨(s→p))∨r)
8541,(s(q∨q))⊢(s∨p),s(q∨q)(s∨(q∨q))(s∨p)
8542,(p(r∨q))⊢(p∧(p∨t)),p(r∨q)(p∨t)(p∧(p∨t))
8543,(p(r→p))⊢(p∧(r→p)),p(r→p)(p∧(r→p))
8544,((r∧(r→t))((p∧p)∧q))⊢p,(r∧(r→t))((p∧p)∧q)(
8545,((s→r)q)⊢(s∨(s→r)),(s→r)q((s→r)rq)(s∨(s→r))
8546,(r(s∨t))⊢((s∨t)∨r),r(s∨t)(r∨∨)((s∨t)∨r)
8547,(t(s∧r))⊢((s∧r)∨s),t(s∧r)(t∨(s∧r))((s∧r)∨s)
8548,(((t→t)∧s)(q∧s))⊢((q∧s)∨q),((t→t)∧s)(q∧s)(((∧∧s)q))
8549,(r(¬s))⊢((¬s)∨s),r(¬s)((¬s)ss)((¬s)∨s)
8550,(((s→p)∧p)(p∧r))⊢(r∨(p∧r)),((s→p)∧p)(p∧r)((r((prr))
8551,((q∧(q∨p))q)⊢(q→(q∨p)),(q∧(q∨p))q(q∨p)(q→(q∨p))
8552,(p(t∧r))⊢(r∨(t∨p)),p(t∧r)(t∨p)(r∨(t∨p))
8553,(t(s∧q))⊢((s∧q)→q),t(s∧q)q((s∧q)→q)
8554,((s∧r)(r→(s∧t)))⊢(q∨(s∧r)),(s∧r)(r→(s∧t))((∨(rsrr))
8555,(p((p→s)→s))⊢(q∨((p→s)→s)),p((p→s)→s)(p∨((p→s)→s))(q∨((p→s)→s))
8556,((p∨p)q)⊢((q∨s)∨r),(p∨p)q(q∨∨)((q∨s)∨r)
8557,((r→t)((t→t)∧q))⊢(((t→t)∧q)∨p),(r→t)((t→t)∧q)((r→t)∨))(((t→t)∧)∨p)
8558,(((¬t)∧t)t)⊢(t∧t),((¬t)∧t)tt(t∧t)
8559,(((s∧s)→q)(t→(t∧q)))⊢(((s∧s)→q)∧(t→(t∧q))),((s∧s)→q)(t→(t∧q))(((s∧s)→q)∧(t→(t∧q)))
8560,(((¬r)→s)s)⊢(s→(p∨s)),((¬r)→s)s(p∨s)(s→(p∨s))
8561,((s∨(q∧r))((p∨r)∨t))⊢((s∨(q∧r))∧((s∨(q∧r))∧((p∨r)∨t))),(s∨(q∧r))((p∨r)∨t)((s∨(q∧r))∧((p∨r)∨t))((s∨(q∧r))∧((s∨(q∧r))∧((p∨r)∨t)))
8562,((q→p)p)⊢((q→p)→p),(q→p)p((q→p)→p)
8563,(((s∨p)∨q)(¬s))⊢((q∨(¬s))∨q),((s∨p)∨q)(¬s)(q∨(¬s))((q∨(¬s))∨q)
8564,((r→(q→s))q)⊢(p∨q),(r→(q→s))q((r→(q→s))→q)(p∨q)
8565,((q→(s∨t))(q∧p))⊢(p∨((q∧p)∨r)),(q→(s∨t))(q∧p)((q∧p)∨r)(p∨((q∧p)∨r))
8566,((¬p)(s→p))⊢((¬p)∧((¬p)∨t)),(¬p)(s→p)((¬p)∨t)((¬p)∧((¬p)∨t))
8567,(((s→r)∧q)s)⊢(t∨s),((s→r)∧q)s((∨s)))
8568,(p((p∧t)∧s))⊢((p∧t)∧s),p((p∧t)∧s)(p∧((p∧t)∧s))((p∧t)∧s)
8569,((t→s)(p∨q))⊢((t→s)∧((t→s)∨t)),(t→s)(p∨q)((t→s)∨t)((t→s)∧((t→s)∨t))
8570,((p∧q)(t∧p))⊢((t∧p)→t),(p∧q)(t∧p)t((t∧p)→t)
8571,((t∨t)s)⊢((p∨s)∨t),(t∨t)s((∨∨)((p∨s)∨t)
8572,((r∧q)t)⊢(t→r),(r∧q)tr(t→r)
8573,((¬q)(s∨(q→s)))⊢((¬q)∧(s∨(q→s))),(¬q)(s∨(q→s))((¬q)∧(s∨(q→s)))
8574,((q→r)q)⊢(q∨p),(q→r)q((q→r)∧q)(q∨p)
8575,(t(s∨p))⊢(s∨p),t(s∨p)(t∨(s∨p))(s∨p)
8576,((r→q)((¬t)→s))⊢((r→q)→((r→q)→((¬t)→s))),(r→q)((¬t)→s)((r→q)→((¬t)→s))((r→q)→((r→q)→((¬t)→s)))
8577,((¬t)(s∨r))⊢(r∨(s∨r)),(¬t)(s∨r)((∨(s∨r))rr((s∨r))
8578,(r(¬p))⊢((¬p)∨r),r(¬p)((¬p)pr)((¬p)∨r)
8579,(s((p∨s)∨q))⊢((p∨s)∨q),s((p∨s)∨q)(p∨s)((p∨s)∨q)
8580,((t∨(t∧p))s)⊢(r∨s),(t∨(t∧p))s((t∨(t∧p))∧s)(r∨s)
8581,((p→p)r)⊢((r∨p)∨q),(p→p)r(r∨p)((r∨p)∨q)
8582,(((r→r)∧s)t)⊢(q∨((r→r)∧s)),((r→r)∧s)t(((r→r)∧s)∧t)(q∨((r→r)∧s))
8583,((q∧t)((p→q)→q))⊢t,(q∧t)((p→q)→q)t
8584,(r(s∨s))⊢((s∨s)∨r),r(s∨s)(r∨∨s((s∨s)∨r)
8585,(((p→t)→p)s)⊢(((p→t)→p)∧s),((p→t)→p)s(((p→t)→p)∧s)
8586,(r(p→s))⊢(r∧(p→s)),r(p→s)(r∧(p→s))
8587,((t→(r∨s))(t∨p))⊢((t∨p)→(q∨(t∨p))),(t→(r∨s))(t∨p)(q∨(t∨p))((t∨p)→(q∨(t∨p)))
8588,(q(s∧q))⊢((s∧q)∧((s∧q)∨q)),q(s∧q)((s∧q)∨q)((s∧q)∧((s∧q)∨q))
8589,(s((t→s)∧q))⊢(q∨p),s((t→s)∧q)((∨∨)(
8590,((p∧q)(¬p))⊢((p∧q)→((p∧q)∧(¬p))),(p∧q)(¬p)((p∧q)∧(¬p))((p∧q)→((p∧q)∧(¬p)))
8591,(s((t∧t)→p))⊢s,s((t∧t)→p)(s∧((t∧t)→p))s
8592,(((t→s)∧q)t)⊢((t→s)∧q),((t→s)∧q)t(((t→s)∧q)∧t)((t→s)∧q)
8593,(t(r∧(q→q)))⊢(t→(t∨q)),t(r∧(q→q))(t∨q)(t→(t∨q))
8594,((r∧q)(s∨r))⊢r,(r∧q)(s∨r)r
8595,((s∧r)r)⊢(s∨(p∨r)),(s∧r)r(p∨r)(s∨(p∨r))
8596,((r∧s)q)⊢(p∨q),(r∧s)qs(p∨q)
8597,((s→r)t)⊢(t∨s),(s→r)t((s→r)∧t)(t∨s)
8598,((q∧p)r)⊢(r∨(q∨r)),(q∧p)r(q∨r)(r∨(q∨r))
8599,(q((s∧t)∧q))⊢(((s∧t)∧q)∧(s∧t)),q((s∧t)∧q)(s∧t)(((s∧t)∧q)∧(s∧t))
8600,(((s→q)∧t)p)⊢(p∨q),((s→q)∧t)p((∨∨)()
8601,((p∧t)t)⊢(p∧t),(p∧t)tt(p∧t)
8602,(((t∨r)→r)(q∨t))⊢(t∨((t∨r)→r)),((t∨r)→r)(q∨t)((∨t∨r∨r)(t∨((t∨r)→r))
8603,(q(s∧(p→s)))⊢(q→(q∨t)),q(s∧(p→s))(q∨t)(q→(q∨t))
8604,((¬p)((s∧q)∧t))⊢(¬p),(¬p)((s∧q)∧t)((¬p)∧((s∧q)∧t))(¬p)
8605,(((s→p)→p)((¬t)∨p))⊢(q∨((s→p)→p)),((s→p)→p)((¬t)∨p)(((s→p)→p)→((¬t)(p→p(qp()s→p)→p)
8606,((p∧q)(p∨q))⊢(q∨q),(p∧q)(p∨q)q(q∨q)
8607,((r∧q)(q→(p→p)))⊢((r∧q)→((r∧q)∨p)),(r∧q)(q→(p→p))((r∧q)∨p)((r∧q)→((r∧q)∨p))
8608,(r(q∨q))⊢(r→(r∨p)),r(q∨q)(r∨p)(r→(r∨p))
8609,(r(s∧t))⊢(r→(r∨q)),r(s∧t)(r∨q)(r→(r∨q))
8610,((¬p)((¬p)→p))⊢((¬p)∨p),(¬p)((¬p)→p)((¬p)∨()(p¬p)∨p((p
8611,((q∧r)(t∨r))⊢(q∧r),(q∧r)(t∨r)((q∧r)∧(t∨r))(q∧r)
8612,(p(p∧(r∨s)))⊢(s∨p),p(p∧(r∨s))((∨∨p)
8613,(((q∨q)→r)r)⊢(r∧(r∨r)),((q∨q)→r)r(r∨r)(r∧(r∨r))
8614,((s∨r)(q∧(¬q)))⊢(r∨(q∨(s∨r))),(s∨r)(q∧(¬q))(q∨(s∨r))(r∨(q∨(s∨r)))
8615,((t∨p)(q∨q))⊢((q∨q)∨s),(t∨p)(q∨q)((t∨q)∨))((q∨q)∨s)
8616,(t(s∧r))⊢(s∧r),t(s∧r)r(s∧r)
8617,((s∧q)t)⊢s,(s∧q)t((s∧q)∧t)s
8618,(t(t→(t→t)))⊢(t∨t),t(t→(t→t))(t∨(t→(t→t)))(t∨t)
8619,(t((t∧t)→p))⊢(s∨t),t((t∧t)→p)(t∨((t∧t)→p))(s∨t)
8620,(((q∧p)∧s)s)⊢(s∧(q∧p)),((q∧p)∧s)s(q∧p)(s∧(q∧p))
8621,((r∧q)(t∨q))⊢(q∨(p∨(r∧q))),(r∧q)(t∨q)(p∨(r∧q))(q∨(p∨(r∧q)))
8622,((t∨(p→r))q)⊢q,(t∨(p→r))q((t∨(p→r))∧q)q
8623,(q((s∧p)∧q))⊢(q∧((s∧p)∧q)),q((s∧p)∧q)(q∧((s∧p)∧q))
8624,(p(q→p))⊢(s∨(p∨r)),p(q→p)(p∨r)(s∨(p∨r))
8625,((p∨r)s)⊢(s∨p),(p∨r)s((p∨r)∧s)(s∨p)
8626,(s(s→s))⊢(s∧(s∨q)),s(s→s)(s∨q)(s∧(s∨q))
8627,((t∨r)t)⊢(p∨t),(t∨r)t((t∨r)∧t)(p∨t)
8628,((q→s)(r∨(p∧q)))⊢((q→s)∧(r∨(p∧q))),(q→s)(r∨(p∧q))(r∨(p∧q))((q→s)∧(r∨(p∧q)))
8629,(q(t∧(¬s)))⊢(q∧(p∨q)),q(t∧(¬s))(p∨q)(q∧(p∨q))
8630,((p∧t)t)⊢((p∧t)→t),(p∧t)tt((p∧t)→t)
8631,(s(p→s))⊢((p→s)∨q),s(p→s)(s∨(p→s))((p→s)∨q)
8632,((¬q)(t∧r))⊢(r∨t),(¬q)(t∧r)t(r∨t)
8633,((s∨(p→q))q)⊢((s∨(p→q))∨s),(s∨(p→q))q((s∨(p→q))∨q)((s∨(p→q))∨s)
8634,(s(r∨s))⊢((s∨t)∨p),s(r∨s)(s∨∨)((s∨t)∨p)
8635,(p(t∧s))⊢(p∧(p∨p)),p(t∧s)(p∨p)(p∧(p∨p))
8636,((p∧s)((p∧t)∨t))⊢((p∧s)→p),(p∧s)((p∧t)∨t)p((p∧s)→p)
8637,((q∨t)((¬q)∨q))⊢(s∨((¬q)∨q)),(q∨t)((¬q)∨q)((∨∨()q)∨q))(s∨((sq)∨q)
8638,((s∧p)p)⊢(p→s),(s∧p)ps(p→s)
8639,((t→r)((¬t)∨q))⊢((t→r)→(q∨(t→r))),(t→r)((¬t)∨q)(q∨(t→r))((t→r)→(q∨(t→r)))
8640,(t((s→q)→p))⊢(t∨q),t((s→q)→p)(t∨((s→q)→p))(t∨q)
8641,(t(r∧(r→t)))⊢(q∨t),t(r∧(r→t))((∨∨))
8642,(s(p∨(s∨r)))⊢(p∨(s∨r)),s(p∨(s∨r))(s∨r)(p∨(s∨r))
8643,(s(q∨s))⊢((s∨(q∨s))∨t),s(q∨s)(s∨(q∨s))((s∨(q∨s))∨t)
8644,((¬s)((¬p)∧p))⊢((¬s)∨p),(¬s)((¬p)∧p)((¬s)∨p)(pps)∨p(
8645,((s→(t∨s))(q∨q))⊢(q∨(s→(t∨s))),(s→(t∨s))(q∨q)((∨→qt∨s)(q∨(s→(t∨s)))
8646,((¬p)p)⊢(p∧(p∨q)),(¬p)p(p∨q)(p∧(p∨q))
8647,((t∧(q→s))((q∨r)∨t))⊢(r∨((q∨r)∨t)),(t∧(q→s))((q∨r)∨t)((∨((qr∨))∨))(r∨((q∨r)∨t))
8648,((p→q)s)⊢((p→q)→s),(p→q)s((p→q)→s)
8649,((p→q)(t∧q))⊢(t∧q),(p→q)(t∧q)((p→q)∧(t∧q))(t∧q)
8650,((r∨s)(p∧(¬s)))⊢(s∨(p∧(¬s))),(r∨s)(p∧(¬s))((∨((p(¬ss))(s(ps)¬
8651,((r∨p)q)⊢((r∨p)∨t),(r∨p)q((r∨)((r∨p)∨t)
8652,(q(s∧(q∨s)))⊢(t∨q),q(s∧(q∨s))((∨∨))
8653,((s∨t)(r∧s))⊢(q∨(s∨t)),(s∨t)(r∧s)((∨(s)∨))(q∨(s∨t))
8654,((t∨s)((s∨r)→r))⊢(((s∨r)→r)∧((t∨s)∧((s∨r)→r))),(t∨s)((s∨r)→r)((t∨s)∧((s∨r)→r))(((s∨r)→r)∧((t∨s)∧((s∨r)→r)))
8655,((s→q)p)⊢(p∨s),(s→q)p((s→q)∧p)(p∨s)
8656,((q∨s)t)⊢((q∨s)∨r),(q∨s)t((q∨)((q∨s)∨r)
8657,((¬r)(r∧s))⊢((¬r)∨s),(¬r)(r∧s)((¬rr∨s))(¬rrs)
8658,((r→(r∧p))s)⊢(p∨s),(r→(r∧p))s((r→(r∧p))s)(p∨s)
8659,((p∨t)s)⊢(s∨p),(p∨t)s((p∨t)∧s)(s∨p)
8660,((r∧s)(p∧(p→p)))⊢(t∨(r∧s)),(r∧s)(p∧(p→p))((∨((rss)r
8661,(((p→q)∧t)t)⊢(t∧(p→q)),((p→q)∧t)t(p→q)(t∧(p→q))
8662,((t∨p)t)⊢(t→(t∨t)),(t∨p)t(t∨t)(t→(t∨t))
8663,(((p∧q)∧r)(r∧q))⊢(q∨q),((p∧q)∧r)(r∧q)q(q∨q)
8664,((¬q)(¬p))⊢((¬q)∨q),(¬q)(¬p)((¬q)∨q)((¬q)∨q)
8665,(p(s∨t))⊢((s∨t)∨t),p(s∨t)(p∨∨)((s∨t)∨t)
8666,((s∨(p∧p))t)⊢(p∨(s∨(p∧p))),(s∨(p∧p))t((s∨(p∧p∧)∨t)(p∨(s∨(p∧p)))
8667,(t(q∨(p∨q)))⊢(t∨t),t(q∨(p∨q))(t∨(q∨(p∨q)))(t∨t)
8668,((t∧q)p)⊢(p→(q∨p)),(t∧q)p(q∨p)(p→(q∨p))
8669,(((s∧q)∧p)q)⊢(q→p),((s∧q)∧p)qp(q→p)
8670,((t→r)q)⊢(t∨((t→r)→q)),(t→r)q((t→r)→q)(t∨((t→r)→q))
8671,((r∨t)(r∧r))⊢((r∧r)→r),(r∨t)(r∧r)r((r∧r)→r)
8672,((r∧t)(q∨(¬q)))⊢(q∨(q∨(¬q))),(r∧t)(q∨(¬q))((∨((q∨¬q)))(q∨(q
8673,((¬q)((p→q)∧r))⊢((¬q)∨r),(¬q)((p→q)∧r)((¬q)∨r)(()
8674,(q(r∨(¬s)))⊢(q∨q),q(r∨(¬s))(q∨(r∨(¬s)))(q∨q)
8675,(s(s∧(¬s)))⊢(s∨q),s(s∧(¬s))(ss∨))¬)
8676,((r∧q)s)⊢((r∧q)∧s),(r∧q)sq((r∧q)∧s)
8677,(q(s→(q∧s)))⊢(s∨(s→(q∧s))),q(s→(q∧s))(q∨(s→(q∧s)))(s∨(s→(q∧s)))
8678,((t∨p)t)⊢(p∨(t∨p)),(t∨p)t(t∨p)(p∨(t∨p))
8679,(p((s∨p)∧r))⊢(p∧r),p((s∨p)∧r)r(p∧r)
8680,((t→s)(t∧t))⊢((t∧t)∧(p∨(t∧t))),(t→s)(t∧t)(p∨(t∧t))((t∧t)∧(p∨(t∧t)))
8681,((¬s)s)⊢((¬s)∧(p∨(¬s))),(¬s)s(p∨(¬s))((¬s)∧(p∨(¬s)))
8682,(((p∨t)→s)(s→(q→r)))⊢((s→(q→r))∨q),((p∨t)→s)(s→(q→r))(((→(q)r))∨))((s→(q→r))∨q)
8683,(r(r→(p∧p)))⊢(q∨(r→(p∧p))),r(r→(p∧p))(r∨(r→(p∧p)))(q∨(r→(p∧p)))
8684,((¬q)(s∨(q→s)))⊢((¬q)→(s∨(q→s))),(¬q)(s∨(q→s))((¬q)→(s∨(q→s)))
8685,(t(p∨r))⊢((p∨r)∧(r∨(p∨r))),t(p∨r)(r∨(p∨r))((p∨r)∧(r∨(p∨r)))
8686,(t((r∨r)∧q))⊢(t→(r∨r)),t((r∨r)∧q)(r∨r)(t→(r∨r))
8687,(q(s∨(¬q)))⊢((s∨(¬q))∨p),q(s∨(¬q))(q∨(s∨(¬q∨p)((s∨(¬q))∨p)
8688,(p(p→(t∧p)))⊢(p→(t∨p)),p(p→(t∧p))(t∨p)(p→(t∨p))
8689,((r∧s)p)⊢((r∧s)∧s),(r∧s)ps((r∧s)∧s)
8690,(s(s∨q))⊢(s→(s∨q)),s(s∨q)(s∨s)(s→(s∨q))
8691,(s(s→t))⊢(q∨(s→t)),s(s→t)(s∨(s→t))(q∨(s→t))
8692,((t∧p)r)⊢t,(t∧p)r((t∧p)∧r)t
8693,(q(q∧(r∨r)))⊢(q→(q∧(r∨r))),q(q∧(r∨r))(q→(q∧(r∨r)))
8694,((p∧p)s)⊢((s∨(p∧p))∨r),(p∧p)s(s∨(p∧p))((s∨(p∧p))∨r)
8695,(((¬t)→t)s)⊢(s∨r),((¬t)→t)s(((¬t)→t)→s)(s∨r)
8696,((s→t)(r→t))⊢(r∨(r→t)),(s→t)(r→t)((∨(t→t))(r∨(r→t))
8697,(s(r∧(p∨p)))⊢(s∧(r∧(p∨p))),s(r∧(p∨p))(s∧(r∧(p∨p)))
8698,(s(t∨(r→t)))⊢(s→(t∨(r→t))),s(t∨(r→t))(s→(t∨(r→t)))
8699,((p∧t)(s∧t))⊢(q∨(s∧t)),(p∧t)(s∧t)((∨(t∧t))(q∨(s∧t))
8700,((t∨r)q)⊢(s∨((t∨r)∨q)),(t∨r)q((t∨r)∨q)(s∨((t∨r)∨q))
8701,((p∨(¬r))(q∨(¬q)))⊢((p∨(¬r))→(q∨(¬q))),(p∨(¬r))(q∨(¬q))((∨∨∨¬r))))))(p∨(¬r))q∨(¬
8702,((q∨q)p)⊢(p∧(p∨t)),(q∨q)p(p∨t)(p∧(p∨t))
8703,(q(p∧(p→p)))⊢(s∨(p∧(p→p))),q(p∧(p→p))(q∨(p∧(p→p)))(s∨(p∧(p→p)))
8704,((r→(r∨q))s)⊢(s∨p),(r→(r∨q))s((r→(r∨q))→s)(s∨p)
8705,((¬p)(t→s))⊢((t→s)∨t),(¬p)(t→s)((t→s)∨))((→→s)∨))
8706,((p→q)r)⊢((p→q)→r),(p→q)r((p→q)→r)
8707,(((¬s)∨s)(t→s))⊢(q∨(t→s)),((¬s)∨s)(t→s)((∨¬s→∨))((∨(t→s))
8708,(s(p→r))⊢(s→(p→r)),s(p→r)(s→(p→r))
8709,(((r∧r)∧t)q)⊢t,((r∧r)∧t)q(r∧r)t
8710,(r(q→r))⊢(p∨(q→r)),r(q→r)(r∨(q→r))(p∨(q→r))
8711,(((¬s)∧t)t)⊢(t→(t∨p)),((¬s)∧t)t(t∨p)(t→(t∨p))
8712,(p(p∨r))⊢(t∨p),p(p∨r)(p∨(p∨r))(t∨p)
8713,(((p→t)∧q)p)⊢(s∨(p∨r)),((p→t)∧q)p(p∨r)(s∨(p∨r))
8714,((q∧(q→q))s)⊢((q∧(q→q))→s),(q∧(q→q))sq((q∧(q→q))→s)
8715,((s∧r)p)⊢(s∨s),(s∧r)ps(s∨s)
8716,((p∧p)(¬p))⊢p,(p∧p)(¬p)p
8717,((p∧q)t)⊢p,(p∧q)t((p∧q)∧t)p
8718,((r∨(r∨r))p)⊢(p∨p),(r∨(r∨r))p((r∨(r∨r))∧p)(p∨p)
8719,((¬q)(¬r))⊢(r∨(¬r)),(¬q)(¬r)((¬q¬∨))(r∨(¬r))
8720,(s(q∨q))⊢(s→(s∧(q∨q))),s(q∨q)(s∧(q∨q))(s→(s∧(q∨q)))
8721,((p∨p)q)⊢((p∨p)∨r),(p∨p)q((p∨)((p∨p)∨r)
8722,(((r∧r)∧s)p)⊢(((r∧r)∧s)∨p),((r∧r)∧s)p(((r∧r)∧s)∨p)(((r∧r)∧s)∨p)
8723,(((q∨r)∨t)q)⊢(((q∨r)∨t)∧(((q∨r)∨t)∨q)),((q∨r)∨t)q(((q∨r)∨t)∨q)(((q∨r)∨t)∧(((q∨r)∨t)∨q))
8724,((t∨s)(t∧s))⊢((t∨s)∧s),(t∨s)(t∧s)s((t∨s)∧s)
8725,((r∧q)(s∨r))⊢((s∨r)∧((s∨r)∨p)),(r∧q)(s∨r)((s∨r)∨p)((s∨r)∧((s∨r)∨p))
8726,((q→(p→p))s)⊢(p∨(q→(p→p))),(q→(p→p))s((q→(p→p))→s)(p∨(q→(p→p)))
8727,((r→(s∧r))s)⊢((r→(s∧r))∧s),(r→(s∧r))s((r→(s∧r))∧s)
8728,((q→(r∧s))q)⊢(q∨p),(q→(r∧s))q((q→(r∧s))→q)(q∨p)
8729,((r→s)r)⊢(s∨q),(r→s)r((r→s)∧r)(s∨q)
8730,((s∧p)p)⊢(p∧s),(s∧p)ps(p∧s)
8731,((¬q)(s∧t))⊢(t∨(s∧t)),(¬q)(s∧t)((∨(sst))(t((s∧t))
8732,((p∧p)q)⊢(q∨q),(p∧p)qp(q∨q)
8733,(p((s∨r)∧r))⊢((s∨r)∧r),p((s∨r)∧r)(p∧((s∨r)∧r))((s∨r)∧r)
8734,((s→t)(r∧s))⊢(p∨(r∧s)),(s→t)(r∧s)((∨(r)∨))(p∨(r∧s))
8735,(t(q→s))⊢(t∨s),t(q→s)(t∨(q→s))(t∨s)
8736,((s∨p)(q∨p))⊢(s∨p),(s∨p)(q∨p)((s∨p)∧(q∨p))(s∨p)
8737,((p∧(p→t))r)⊢(r→(r∨q)),(p∧(p→t))r(r∨q)(r→(r∨q))
8738,(s((r∨p)∧r))⊢r,s((r∨p)∧r)(s∧((r∨p)∧r))r
8739,(t(r∧q))⊢(s∨(r∧q)),t(r∧q)(t∨(r∧q))(s∨(r∧q))
8740,((s→s)(p∨s))⊢(s∨(p∨s)),(s→s)(p∨s)((s(s)s))(s∨(p∨s))
8741,((s∧(¬t))s)⊢((p∨s)∨r),(s∧(¬t))s(p∨s)((p∨s)∨r)
8742,(((r∧r)∨p)(t∧p))⊢((t∧p)∧t),((r∧r)∨p)(t∧p)t((t∧p)∧t)
8743,((r∧q)r)⊢(r∨r),(r∧q)rr(r∨r)
8744,((s∨s)p)⊢((s∨s)∧(p∨(s∨s))),(s∨s)p(p∨(s∨s))((s∨s)∧(p∨(s∨s)))
8745,((q∨p)((p∨s)∧s))⊢(p∨(q∨p)),(q∨p)((p∨s)∧s)((∨∨q∨p))(p∨(∨p))
